"cnpj_base","ordem","dv","matriz_filial","nome_fantasia","situacao_cadastral","data_situacao_cadastral","motivo_situacao_cadastral","nome_cidade_exterior","pais","data_inicio_atividade","cnae_principal","cnae_secundaria","tipo_logradouro","logradouro","numero","complemento","bairro","cep","uf","municipio","ddd1","telefone1","ddd2","telefone2","ddd_fax","fax","correio_eletronico","situacao_especial","data_situacao_especial"
"41754759","0001","47","1","YGOR TECNOLOGIA","02","2021-04-29","00","","","2021-04-29","6201501","6203100,6209100","AVENIDA","JOSEFINA RIBEIRO DE CARVALHO","167","APT   302                 EDIF  MIERES              COND  VILLA ASTURIAS","JABOTIANA","49095786","SE","3105","79","98230837","","","","","YGORCROSS@GMAIL.COM","",NULL
"32815556","0001","22","1","TEC BR SOFTWARES","02","2019-02-19","00","","","2019-02-19","6202300","4321500,6201501,6203100,6204000,6209100,6319400,7020400,7319003,7320300,7733100,8220200,8291100,8599603,8599604,9511800","RUA","SANTA LUZIA","571","","SAO JOSE","49015190","SE","3105","79","98768005","","","","","ALEX_SE@YMAIL.COM","",NULL
"30435667","0001","88","1","DATAROOT","02","2018-05-11","00","","","2018-05-11","8599604","6201501,6202300,6203100,6204000,6209100,6311900,6319400,7311400,7319002,7319004,7490104,7739099,8230001,8599603,9511800","RUA","STA LUZIA","67","SALA  05                  ANDAR 1","CENTRO","49010310","SE","3105","21","78834781","","","","","CONTATO@GYL.COM.BR","",NULL
"35838111","0001","56","1","ZOES TECNOLOGIES","02","2019-12-22","00","","","2019-12-22","6201501","6201502,6202300,6203100,6204000,6209100,6399200,8599603","RUA","JASIEL DE BRITO CORTES","100","APT   401                 BLOCO 13 CD RES ALAMEDAS D","JABOTIANA","49095780","SE","3105","79","99981950","","","","","JARBAS_BALTAZARR@HOTMAIL.COM","",NULL
"42158296","0001","13","1","PRADO TREINAMENTO E DESENVOLVIMENTO PESSOAL LTDA","02","2021-05-31","00","","","2021-05-31","8599604","5811500,6202300,6203100,6209100,6319400,7020400,7319002,7319003,7319004,7810800,8219999,8230001","AVENIDA","PEDRO PAES DE AZEVEDO","225","","SALGADO FILHO","49020450","SE","3105","79","96857116","","","","","WEDNEIMOSKA@GMAIL.COM","",NULL
"43044030","0001","02","1","GERAL APPS","02","2021-08-09","00","","","2021-08-09","6204000","5811500,5911102,6201501,6201502,6203100,6209100,6311900,7311400,7319003,7410299,7420001","RUA","CASTRO ALVES","52","","INACIO BARBOSA","49040100","SE","3105","94","91587837","","","","","DOMGERAL@GMAIL.COM","",NULL
"29319676","0001","24","1","NERPA ANALYTICS","02","2017-12-26","00","","","2017-12-26","8599604","6201501,6202300,6203100,6204000","AVENIDA","JORGE AMADO","1565","SALA  04 06","JARDINS","49025330","SE","3105","11","80817909","","","","","RODRIGOSAADIA@GMAIL.COM","",NULL
"30921193","0001","84","1","CUBOTEC SOLUCOES","02","2018-07-13","00","","","2018-07-13","6202300","4321500,6190699,6201501,6203100,6204000,8020001,8599603","AVENIDA","RIO BRANCO","186","SALA 203","CENTRO","49010030","SE","3105","79","98940090","","","","","CUBOTECSOLUCOES.SE@GMAIL.COM","",NULL
"39957888","0001","90","1","S2 TECNOLOGIA","02","2020-11-30","00","","","2020-11-30","6201501","6202300,6203100,6209100,6311900,6911703,7312200,7319099","AVENIDA","FRANKLIN DE CAMPOS SOBRAL","2185","","GRAGERU","49027000","SE","3105","11","11111111","","","","","","",NULL
"09719875","0026","70","2","","02","2022-01-18","00","","","2022-01-18","6190699","3313999,3329599,4221904,4221905,4619200,4652400,4751201,4752100,6010100,6110803,6190601,6190602,6201501,6202300,6203100,6204000,6209100,6311900,6319400,6399200,6462000,6619399,6630400,6810202,7320300,7490104,7739099,8020001,8291100,8299799","RUA","LAGARTO","1176","SALA  19","CENTRO","49010390","SE","3105","31","31313131","","","","","LD-ATFTRIBUTOSGRUPO3@OI.NET.BR","",NULL
"46924617","0001","02","1","MSL MARKETING E TREINAMENTOS","02","2022-06-27","00","","105","2022-06-27","8599604","5912099,6202300,6203100,6319400,7020400,7311400,7319002,7319003,7319004,7490104,8599605,8599699","RUA","WILSON BARBOSA DE MELO","23","TERREO01","ATALAIA","49037590","SE","3105","79","32232159","0000","00000000","","","MATHEUS.LEITES@OUTLOOK.COM.BR","",NULL
"47590448","0001","76","1","GUISATECH","02","2022-08-16","00","","105","2022-08-16","6201501","6202300,6203100,6209100","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","73","99020709","","","","","DEV.GUSTAVO.SANTOS@HOTMAIL.COM","",NULL
"47912666","0001","80","1","THC SERVICOS EM TECNOLOGIA","02","2022-09-12","00","","105","2022-09-12","5819100","6201501,6203100,6204000","RUA","PASTOR EUCLIDES ARLINDO","595","","PEREIRA LOBO","49052330","SE","3105","79","30221776","0000","00000000","","","THIIAGOAC@HOTMAIL.COM","",NULL
"48108333","0001","65","1","","02","2022-09-27","00","","","2022-09-27","6202300","5320202,6319400,7020400,6209100,7319002,6204000,8220200,7319004,7319003,6622300,8599604,8011101,7830200,8299702,7810800,7320300,8211300,6203100,7490104,7119704,8542200,7820500,1813001","RUA","JOSUE DE CARVALHO CUNHA","968","","COROA DO MEIO","49035490","SE","3105","11","34347114","","","","","CONTABILIDADE@RHALLY.COM.BR","",NULL
"48752955","0001","21","1","","02","2022-11-29","00","","105","2022-11-29","6203100","6209100,6311900,6319400,6399200","RUA","OLIMPIO DE SOUZA CAMPOS JUNIOR","435","","INACIO BARBOSA","49040840","SE","3105","11","24507425","","","","","CLAUDIO.BERNARDO@SELETACONTABILIDADE.COM.BR","",NULL
"50106329","0001","00","1","","02","2023-03-28","00","","105","2023-03-28","6201501","6202300,6203100,6204000,6311900","AVENIDA","PAULO VI","239","","INACIO BARBOSA","49040460","SE","3105","79","91819932","0000","00000000","","","CONTATO@AGNALDOCARVALHO.COM.BR","",NULL
"50135976","0001","40","1","M SOLUCOES EM TI","02","2023-03-29","00","","105","2023-03-29","6209100","6201501,6201502,6202300,6203100,6319400,7420001,8599604","RUA","JOANA DE SOUZA BOMFIM","71","","INACIO BARBOSA","49040260","SE","3105","79","91106295","0000","00000000","","","BRENO@SOLUCOESEMTISE.COM.BR","",NULL
"50451091","0001","50","1","EDUWISE SOLUCOES","02","2023-04-26","00","","105","2023-04-26","4649404","1830003,3329501,4120400,4222702,4311801,4311802,4319300,4322301,4391600,4399103,4615000,4619200,4647801,4742300,4743100,4751201,4752100,4753900,4754701,4756300,4759899,4761001,4761003,4763601,4773300,4789007,5811500,6110803,6202300,6203100,6204000,6209100,6311900,6319400,6810201,7119703,7733100,9529105","RUA","CDOR MANOEL GONCALVES","6","SALA  06","GRAGERU","49027050","SE","3105","54","91429009","","","79","99906066","EDUWISESOLUCOES@GMAIL.COM","",NULL
"50473885","0001","14","1","JOAO PAULO FERREIRA CONSULTORIA E DESENVOLVIMENTO","02","2023-04-27","00","","105","2023-04-27","6202300","6201501,6203100,6204000","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","79","99539851","0000","00000000","","","CONTATO.BLINDCODE@GMAIL.COM","",NULL
"50882979","0001","47","1","GABRIEL COSTA SERVICOS MEDICOS","02","2023-05-31","00","","","2023-05-31","4773300","6201501,6202300,6203100,6311900,7739002,8599604,8630503,8630599,8660700","RUA","JACINTO UCHOA DE MENDONCA","223","","GRAGERU","49026160","SE","3105","82","99144070","","","","","JOSYCLJS@GMAIL.COM","",NULL
"50936676","0001","60","1","INOVTECH SOLUCOES","02","2023-06-05","00","","","2023-06-05","4752100","3321000,4321500,4322302,4641902,4641903,4647801,4649401,4649402,4649404,4649406,4649499,4651601,4651602,4652400,4686902,4751201,4755502,4755503,6201501,6202300,6203100,6209100,6311900,7020400,7733100,8219999,8230001,8599603,9511800,9512600","AVENIDA","DOUTOR ROOSEWELT DANTAS CARDOSO DE MENEZES","1168","","CENTRO","49010410","SE","3105","79","99892184","","","","","INOVTECHSOLUCOES@GMAIL.COM","",NULL
"50975417","0001","48","1","CONSULTEC INFOIMOB","02","2023-06-07","00","","","2023-06-07","6821801","6203100,6209100,6821802,6822600,7319002,7990200,8599603","RUA","TERENCIO SAMPAIO","532","","GRAGERU","49025700","SE","3105","79","88923095","79","81083333","","","CORRETORWAGNERSE@GMAIL.COM","",NULL
"51010562","0001","57","1","WF DESENVOLVIMENTO MOBILE","02","2023-06-12","00","","105","2023-06-12","6209100","6201501,6202300,6203100","RUA","JACINTO UCHOA DE MENDONCA","223","","GRAGERU","49026160","SE","3105","79","91763773","0000","00000000","","","JUNIORBASS8@GMAIL.COM","",NULL
"51276514","0001","05","1","PRESCREVA HUB","02","2023-07-03","00","","105","2023-07-03","7490104","6201501,6202300,6203100,6319400,8291100","AVENIDA","HERMES FONTES","2064","LOJA  17                  ANDAR 2","LUZIA","49045760","SE","3105","11","40577870","0000","00000000","","","DR.LUCASGARCEZ@ICLOUD.COM","",NULL
"53256184","0001","11","1","DEVCODE - SOLUCOES EM DESENVOLVIMENTO DE SOFTWARE.","02","2023-12-19","00","","105","2023-12-19","6209100","6202300,6203100","RUA","JOR FERNANDO SOUZA","54","","AEROPORTO","49037856","SE","3105","71","40208283","0000","00000000","","","SERVICO@AGILIZE.COM.BR","",NULL
"53392251","0001","25","1","AGILIZA CONSULTORIA E ASSESSORIA PUBLICA","02","2024-01-05","00","","105","2024-01-05","7020400","4761001,4761002,6202300,6203100,6311900,6319400,8211300,8599604","RUA","RIBEIROPOLIS","876","","SUICA","49052360","SE","3105","79","99035631","","","","","WHENDELDETALLE@GMAIL.COM","",NULL
"38928121","0003","32","2","SOMMUS OCUPACIONAL","02","2024-01-23","00","","","2024-01-23","8660700","4120400,6203100,6920602,7020400,7112000,7119704,7119799,7490199,8599604,8650006","RUA","SERGIPE","825","SALA  01","SIQUEIRA CAMPOS","49075540","SE","3105","45","91147311","","","","","RCENGENHARIAEPERICIAS@GMAIL.COM","",NULL
"54842424","0001","22","1","DPO SOLUCOES","02","2024-04-23","00","","105","2024-04-23","6201501","6202300,6203100,6204000,6209100,6311900,6319400,6399200,8599603","RUA","ADROALDO CAMPOS","19","","INACIO BARBOSA","49040030","SE","3105","79","88117656","0000","00000000","","","DARLANPO@GMAIL.COM","",NULL
"54966805","0001","13","1","TWG DISTRIBUIDORA DE SEGURANCA ELETRONICA","02","2024-05-02","00","","105","2024-05-02","4649402","4619200,4649401,4651601,4652400,4673700,6202300,6203100,7490104,7490199,9512600,9521500","RUA","ITABAIANA","211","SALA  04","CENTRO","49010170","SE","3105","79","99280899","0000","00000000","","","TWGDISTRIBUIDORA@GMAIL.COM","",NULL
"55263304","0001","33","1","","02","2024-05-24","00","","105","2024-05-24","9313100","6203100,7020400,7740300,8592901,8650002,9319101","AVENIDA","VISC MARACAJU","292","","CIDADE NOVA","49070070","SE","3105","79","99498712","","","","","RIBEIROERICK@HOTMAIL.COM","",NULL
"54763492","0001","04","1","NOOU TECNOLOGIA","02","2024-04-17","00","","105","2024-04-17","6201501","6202300,6203100,6204000,8599603","RUA","JACINTO UCHOA DE MENDONCA","223","","GRAGERU","49026160","SE","3105","79","99219651","0000","00000000","","","NOOUTECNOLOGIA@GMAIL.COM","",NULL
"55574976","0001","60","1","","02","2024-06-18","00","","","2024-06-18","6319400","7319003,6203100,8121400,6204000,6209100,8220200,6202300,8211300,8291100,7020400,7319001,7319002,7490104,8111700,6622300,5250803,8599604,5250805,7319004,7320300,5250804,6201502,5320202","RUA","JOSUE DE CARVALHO CUNHA","968","PREDIO","COROA DO MEIO","49035490","SE","3105","11","61999695","","","","","CONTABILIDADE@CATTAVENTO.COM.BR","",NULL
"53420564","0025","17","2","","02","2024-08-26","00","","","2024-08-26","6110803","4321500,6201501,6202300,6203100,6204000,6209100,6311900,6319400,6399200,7490104,7733100,8291100,9511800","RUA","PADRE NESTOR SAMPAIO","140","","LUZIA","49045015","SE","3105","21","31316274","21","31316273","","","ATENDIMENTOFISCALNIO@NIOINTERNET.COM.BR","",NULL
"58679830","0001","77","1","","02","2025-01-07","00","","","2025-01-07","6201501","6202300,7112000,6204000,6311900,6203100,0161099,4661300,7490199","RUA","MILTON MAGALHAES","38","CASA","PONTO NOVO","49097566","SE","3105","79","96813239","","","","","ARCHIVESAGR@GMAIL.COM","",NULL
"59353886","0001","08","1","FITAME","02","2025-02-07","00","","105","2025-02-07","6202300","6201501,6203100,6204000,6209100","AVENIDA","ADELIA FRANCO","2850","APT   404                 BLOCO J","LUZIA","49048010","SE","3105","79","96639687","0000","00000000","","","EDNILSONSANTOS43@GMAIL.COM","",NULL
"59442447","0001","63","1","","02","2025-02-13","00","","","2025-02-13","9511800","6190699,6201501,6202300,6203100","RUA","PROFESSORA MARIA AUXILIADORA SANTOS DOS ANJOS","1155","APT 804;BLOCO ARCOS","FAROLANDIA","49031434","SE","3105","79","88411990","","","","","GUSTAVOGSFIGUEIREDO@GMAIL.COM","",NULL
"07749300","0002","06","2","TRUST CONTABILIDADE E CONTROLADORIA","02","2025-03-31","00","","","2025-03-31","6920601","3311200,3313901,6201501,6203100,6920602,8211300,8599604","AVENIDA","IVO DO PRADO","352","","CENTRO","49010050","SE","3105","71","97014620","","","","","COMERCIAL@TRUSTCONTABILIDADE.COM","",NULL
"60268374","0001","14","1","","02","2025-04-05","00","","","2025-04-05","6202300","6203100,6201501,6204000","AVENIDA","MARIETA LEITE","250","BLOCO A APTO 403","GRAGERU","49027190","SE","3105","79","98965508","79","99438484","","","CONTATOCOOPERADEVS@GMAIL.COM","",NULL
"60426916","0001","30","1","HCL SOLUCOES","02","2025-04-16","00","","105","2025-04-16","6204000","6201501,6202300,6203100,6209100","RUA","SERGIPE","825","SALA  01","SIQUEIRA CAMPOS","49075540","SE","3105","79","81256765","0000","00000000","","","INFO.HELBER@GMAIL.COM","",NULL
"60921072","0001","01","1","AWRI","02","2025-05-20","00","","105","2025-05-20","6204000","6201501,6201502,6202300,6203100,6209100,6311900,7020400,8219999,8599603,8599604,8630599,8650099","RUA","27 CJ PE PEDRO","18","","SANTA MARIA","49044199","SE","3105","79","91999366","0000","00000000","","","L.FELIPE@MSN.COM","",NULL
"62040120","0001","70","1","","02","2025-08-02","00","","","2025-08-02","6204000","6201501,8599604,7020400,8599603,6202300,6311900,6209100,6203100,7490104","AVENIDA","AUGUSTO FRANCO","3553","BL F - APT 503","PONTO NOVO","49047040","SE","3105","79","91596454","79","91275002","","","FOUNDERS@TFORWARD.CO","",NULL
"62538029","0001","89","1","D&A ANALISES E DESENVOLVIMENTOS DE SOFTWARE","02","2025-09-03","00","","105","2025-09-03","6201501","6202300,6203100,6204000,6209100","RUA","ROSINA MATOS","171","","AEROPORTO","49037660","SE","3105","79","88189909","0000","00000000","","","DANILOVENTURAF@GMAIL.COM","",NULL
"62889685","0001","26","1","COROA TECH","02","2025-09-25","00","","105","2025-09-25","6204000","6201501,6202300,6203100,6209100,6311900,9511800","RUA","LAGARTO","1624","","SAO JOSE","49015270","SE","3105","79","99569377","0000","00000000","","","CARLOSRDSR@GMAIL.COM","",NULL
"63472758","0001","42","1","","02","2025-11-02","00","","","2025-11-02","7020400","8599604,6209100,6203100,6204000,4751201,6201501,6319400,6202300,4651601","RUA","JOSUE DE CARVALHO CUNHA","968","SALA E","COROA DO MEIO","49035490","SE","3105","71","87675774","","","","","CONTABILIDADE@AGILIZABPO.COM.BR","",NULL
"64060583","0001","29","1","","02","2025-12-15","00","","","2025-12-15","6201501","6203100","AVENIDA","DEPUTADO PEDRO VALADARES","909","AP 701","JARDINS","49025090","SE","3105","79","98872991","","","","","THADEUVAZ@ME.COM","",NULL
"00155340","0001","91","1","PROJECT ENGENHARIA","02","2022-09-29","00","","","1994-08-19","7112000","3312102,3319800,3329599,4321500,4923002,6201501,6201502,6202300,6203100,6204000,6209100,6311900,6319400,7319003,7319004,7319099,7320300,7490199,7719599,7739099,7740300,7810800,8111700,8219999,8230001,8299799,8599603,8599604,9001902,9001903,9001999,9319101,9511800","RUA","CAMPO DO BRITO","305","","TREZE DE JULHO","49020380","SE","3105","82","88394035","","","71","34820092","VINICIUSCONTADOR1@GMAIL.COM","",NULL
"07837337","0001","05","1","INFLUIR","02","2006-02-14","00","","","2006-02-14","6202300","6203100,6209100,8599604,6201501,6311900,8599603,6204000","RUA","CARLOS HAMILTON SILVA GOMES","33","","INACIO BARBOSA","49041040","SE","3105","79","91199780","","","79","35223620","assistec.contabil@uol.com.br","",NULL
"11701238","0001","60","1","ELSA RIBEIRO - ASSESSORIA FISCAL E TRIBUTARIA","02","2010-03-18","00","","","2010-03-18","6920602","6201501,6203100,6204000,6399200,7320300,8599604","RUA","D BOSCO","108","","CIRURGIA","49055230","SE","3105","79","99859558","","","","","ELSA.RIBEIRO10@HOTMAIL.COM","",NULL
"20353940","0001","71","1","CPMA GESTAO","02","2014-05-30","00","","","2014-05-30","8599604","6202300,6203100,6204000,6209100,7020400,8599603,8599605","RUA","ANTONIO OLIVEIRA FREIRE PIUGA","645","QUADRAA LOTE 3 LOT ARUANA","ZONA DE EXPANSAO (ARUANA)","49000173","SE","3105","79","91319668","","","","","NEGOCIOS@CPMAGESTAO.COM.BR","",NULL
"40432544","0638","15","2","CLARO S/A","02","2014-05-30","00","","","2014-05-30","6120501","4221904,4321500,4652400,6110801,6110803,6110899,6190602,6190699,6202300,6203100,6311900,7112000,7490104,7739099,7740300,8211300,8291100,9512600","RUA","ITAPORANGA","179","","CENTRO","49010140","SE","3105","11","43134620","","","","","ATENDIMENTO.FISCALIZACOES@CLARO.COM.BR","",NULL
"17549420","0001","24","1","ITECH INFORMATICA","02","2013-02-07","00","","","2013-02-07","4751201","4752100,4753900,4754701,4761003,6190699,6201501,6202300,6203100,6204000,6209100,6311900,7319002,7733100,8599603,9511800","RUA","ACRE","837-A","","SIQUEIRA CAMPOS","49075020","SE","3105","79","34317202","","","","","LMCONTABIL@YAHOO.COM.BR","",NULL
"19756466","0001","40","1","SERIGY CONSULTORIA LTDA","02","2014-02-19","00","","","2014-02-19","7220700","4785701,5811500,5819100,5912099,6201501,6202300,6203100,6319400,7020400,7119701,7119704,7119799,7319001,7410202,7410203,7410299,7490105,7490199,7739003,8230001,8550302,8592999,8599604,8599605,9001901,9001902,9001903,9001904,9001905,9001906,9001999,9002702,9003500,9102302","RUA","SAO JUDAS TADEU","285","","PEREIRA LOBO","49050710","SE","3105","79","98906284","","","","","SERIGYCONSULT@GMAIL.COM","",NULL
"24680521","0001","03","1","FWK INNOVATION DESIGN","02","2016-04-28","00","","","2016-04-28","8599603","6201501,6203100,6204000,6209100,6399200,7020400,8599604,9511800","AVENIDA","FRANKLIN DE CAMPOS SOBRAL","2185","","GRAGERU","49027000","SE","3105","79","99426843","","","","","","",NULL
"21901189","0001","63","1","WETECH","02","2015-02-20","00","","","2015-02-20","6201501","5911102,6202300,6203100,6204000,6209100,6311900,6319400,7311400,7319003,7319004,7319099,7410299,7420001,7733100,8599604,8599699,9511800","RUA","JACINTO UCHOA DE MENDONCA","223","","GRAGERU","49026160","SE","3105","79","32692936","","","","","LARISAPBERNARDO@GMAIL.COM","",NULL
"10668959","0001","53","1","ALLTOMATIZE SISTEMAS","02","2009-02-18","00","","","2009-02-18","6201501","6209100,6202300,6203100","RUA","REGINALDO PASSOS PINA","137","","INACIO BARBOSA","49040720","SE","3105","79","32316427","","","79","32225029","FINANCEIRO@RESULTSISTEMAS.COM.BR","",NULL
"27684373","0001","85","1","PULLE TECNOLOGIA","02","2022-10-04","00","","","2017-05-09","4618499","6201501,6202300,6203100,6204000,6209100,8599604","RUA","MARINETE ARAUJO MENDONCA","131","LOTE  110 RES COSTA NOVA I","ZONA DE EXPANSAO","49001210","SE","3105","79","81514887","","","","","IGOR8484@HOTMAIL.COM","",NULL
"28830911","0001","65","1","ALLTY","02","2017-10-10","00","","","2017-10-10","6622300","4751201,6201501,6202300,6203100,6209100,6319400,7020400,7490104,9511800","RUA","PASTOR EUCLIDES ARLINDO","595","","PEREIRA LOBO","49052330","SE","3105","79","30221776","","","","","FABIANA@NOVACONTABILIDADE.COM","",NULL
